user_id,item_description,date
3069,canned beer,2014-04-04
3071,whole milk,2014-04-18
3071,pastry,2014-04-18
3072,instant coffee,2014-06-18
3072,newspapers,2014-06-18
3072,hamburger meat,2014-12-11
3073,fruit/vegetable juice,2014-06-07
3073,pastry,2014-06-07
3073,berries,2015-01-17
3073,nut snack,2015-01-17
3074,processed cheese,2014-03-11
3074,mayonnaise,2014-03-11
3075,coffee,2014-09-02
3075,hard cheese,2014-09-02
3075,organic products,2014-12-04
3076,specialty chocolate,2014-02-22
3077,root vegetables,2014-01-04
3077,domestic eggs,2014-01-04
3077,pastry,2014-05-15
3077,curd,2014-05-15
3077,root vegetables,2015-01-19
3078,yogurt,2014-12-17
3078,detergent,2014-12-17
3078,oil,2015-01-09
3078,other vegetables,2015-01-09
3079,mustard,2014-04-13
3080,yogurt,2014-02-15
3081,sliced cheese,2014-02-26
3081,dessert,2014-02-26
3081,shopping bags,2014-02-26
3081,tropical fruit,2014-04-14
3081,soda,2014-04-14
3081,canned fish,2014-05-26
3081,specialty cheese,2014-05-26
3081,yogurt,2014-05-26
3081,specialty vegetables,2014-05-26
3081,detergent,2014-07-18
3081,root vegetables,2014-07-18
3081,fruit/vegetable juice,2014-07-18
3082,frankfurter,2014-04-08
3082,brown bread,2014-04-08
3082,whole milk,2014-05-21
3082,fruit/vegetable juice,2014-05-21
3082,pip fruit,2014-07-07
3082,canned vegetables,2014-07-07
3082,cling film/bags,2014-07-07
3082,tropical fruit,2014-07-09
3082,tropical fruit,2014-07-09
3082,canned beer,2014-07-22
3082,domestic eggs,2014-07-22
3082,whole milk,2014-07-22
3083,tropical fruit,2014-03-29
3083,whole milk,2014-03-29
3083,waffles,2014-05-27
3083,fruit/vegetable juice,2014-05-27
3083,tropical fruit,2014-09-06
3083,flour,2014-09-06
3083,specialty chocolate,2014-09-06
3083,domestic eggs,2014-09-19
3084,citrus fruit,2014-01-22
3084,other vegetables,2014-01-22
3084,root vegetables,2014-10-08
3084,yogurt,2014-10-08
3084,rolls/buns,2014-10-27
3086,rolls/buns,2014-04-14
3086,yogurt,2014-04-14
3086,whole milk,2014-11-07
3086,yogurt,2014-11-07
3087,citrus fruit,2014-02-21
3087,yogurt,2014-02-21
3087,margarine,2014-10-04
3087,yogurt,2014-10-04
3087,white bread,2014-12-27
3088,newspapers,2014-11-03
3089,pork,2014-02-24
3089,rolls/buns,2014-02-24
3089,sausage,2014-08-20
3089,house keeping products,2014-08-20
3089,butter milk,2014-10-27
3089,pickled vegetables,2014-10-27
3090,other vegetables,2014-01-23
3090,chewing gum,2014-01-23
3090,whole milk,2014-02-10
3090,margarine,2014-02-10
3090,yogurt,2014-03-10
3090,domestic eggs,2014-03-10
3090,pasta,2014-03-10
3090,processed cheese,2014-03-19
3090,rolls/buns,2014-03-19
3090,newspapers,2014-07-06
3090,shopping bags,2014-07-06
3092,brown bread,2014-02-09
3094,whole milk,2014-02-07
3094,brown bread,2014-02-07
3094,soda,2014-02-07
3094,cream cheese ,2014-06-26
3094,bottled water,2014-06-26
3094,soda,2014-07-13
3094,whipped/sour cream,2014-07-13
3094,herbs,2014-11-18
3094,white bread,2014-11-18
3095,onions,2014-07-22
3095,specialty vegetables,2014-07-22
3095,beef,2014-08-05
3095,newspapers,2014-08-05
3095,canned vegetables,2014-08-05
3095,root vegetables,2014-08-17
3095,liquor,2014-08-17
3095,sliced cheese,2014-08-17
3098,citrus fruit,2014-05-29
3099,waffles,2014-04-09
3099,sugar,2014-04-09
3099,pork,2014-09-20
3099,soda,2014-09-20
3099,meat,2014-10-02
3099,butter,2014-10-02
3099,frozen dessert,2014-10-02
3099,citrus fruit,2014-12-16
3100,UHT-milk,2014-04-16
3100,curd,2014-04-16
3100,chocolate,2014-04-16
3100,margarine,2014-11-08
3100,pastry,2014-11-08
3100,canned beer,2014-12-19
3101,frozen dessert,2014-02-09
3101,newspapers,2014-02-09
3101,fruit/vegetable juice,2014-05-21
3101,chocolate,2014-05-21
3101,meat,2014-07-02
3101,domestic eggs,2014-07-02
3101,chicken,2015-01-17
3102,beef,2014-04-17
3102,curd,2014-04-17
3102,other vegetables,2014-09-05
3102,white bread,2014-09-05
3102,shopping bags,2014-11-28
3103,misc. beverages,2014-02-26
3103,other vegetables,2014-02-26
3103,whole milk,2014-10-12
3104,root vegetables,2014-01-22
3104,white wine,2014-01-22
3104,frozen vegetables,2014-06-02
3104,bottled beer,2014-06-02
3104,soda,2014-06-02
3104,rolls/buns,2014-06-02
3104,dessert,2014-10-22
3105,butter,2014-12-04
3106,pip fruit,2014-04-20
3106,shopping bags,2014-04-20
3106,white wine,2014-04-20
3106,pet care,2014-04-20
3106,ham,2014-10-01
3106,pastry,2014-10-01
3106,nuts/prunes,2014-11-05
3107,rolls/buns,2014-02-01
3107,whole milk,2014-02-01
3107,waffles,2014-02-27
3107,rolls/buns,2014-02-27
3107,bottled water,2014-04-23
3107,canned beer,2014-04-23
3107,newspapers,2014-06-16
3107,yogurt,2014-06-16
3107,citrus fruit,2014-12-12
3107,waffles,2014-12-12
3108,whole milk,2014-03-25
3108,domestic eggs,2014-03-25
3108,bottled beer,2014-03-25
3109,other vegetables,2014-03-25
3109,coffee,2014-03-25
3109,brown bread,2014-03-25
3109,tropical fruit,2014-10-14
3109,canned beer,2014-10-14
3109,sausage,2014-11-09
3110,root vegetables,2014-05-29
3110,herbs,2014-05-29
3110,cereals,2014-05-29
3110,processed cheese,2014-07-23
3110,frozen potato products,2014-07-23
3111,oil,2014-01-06
3111,UHT-milk,2014-01-06
3111,citrus fruit,2014-02-19
3111,bottled water,2014-02-19
3111,soda,2014-10-30
3112,mustard,2014-03-07
3112,domestic eggs,2014-03-07
3112,whole milk,2014-08-05
3112,oil,2014-08-05
3112,whole milk,2014-11-16
3113,hygiene articles,2014-06-01
3113,cling film/bags,2014-06-01
3113,soda,2014-11-10
3113,margarine,2014-11-10
3113,cream cheese ,2014-12-26
3115,cream cheese ,2014-01-30
3115,other vegetables,2014-01-30
3115,frozen vegetables,2014-05-26
3115,sugar,2014-05-26
3115,sugar,2014-07-18
3115,shopping bags,2014-07-18
3115,zwieback,2014-09-07
3115,bottled water,2014-09-07
3115,napkins,2014-09-16
3115,white bread,2014-09-16
3115,whole milk,2014-09-22
3115,frozen fish,2014-09-22
3115,citrus fruit,2014-10-29
3116,ham,2014-05-22
3116,soda,2014-05-22
3116,pickled vegetables,2014-05-22
3116,ham,2014-05-27
3116,chewing gum,2014-05-27
3116,frozen vegetables,2014-05-27
3116,whole milk,2014-10-12
3116,onions,2014-10-12
3116,frozen meals,2014-12-03
3116,frozen vegetables,2014-12-03
3116,curd,2014-12-03
3116,pot plants,2014-12-06
3117,cat food,2014-03-19
3117,napkins,2014-03-19
3117,fruit/vegetable juice,2014-03-19
3117,berries,2014-09-01
3118,other vegetables,2014-07-11
3119,meat,2014-01-10
3119,whole milk,2014-01-10
3119,whole milk,2014-01-10
3119,yogurt,2014-01-10
3119,salty snack,2014-01-22
3119,brown bread,2014-01-22
3119,tropical fruit,2014-02-07
3120,beef,2014-02-01
3120,whole milk,2014-02-01
3120,newspapers,2014-02-01
3120,beef,2014-08-11
3120,bottled water,2014-08-11
3120,pip fruit,2014-10-12
3120,whipped/sour cream,2014-10-12
3120,bottled water,2015-01-14
3122,other vegetables,2014-04-16
3122,bottled water,2014-04-16
3122,white bread,2014-04-16
3122,coffee,2014-09-01
3122,oil,2014-09-01
3122,newspapers,2014-09-01
3122,other vegetables,2014-09-30
3122,hygiene articles,2014-09-30
3122,root vegetables,2014-10-06
3122,pastry,2014-10-06
3123,bottled water,2014-04-16
3123,long life bakery product,2014-04-16
3123,rolls/buns,2014-04-16
3123,fruit/vegetable juice,2014-08-07
3123,soda,2014-08-07
3123,packaged fruit/vegetables,2014-10-17
3123,bottled beer,2014-10-17
3123,whole milk,2014-12-15
3125,pip fruit,2014-02-23
3125,newspapers,2014-02-23
3125,tropical fruit,2014-05-10
3126,sausage,2014-02-12
3127,hamburger meat,2014-02-25
3127,root vegetables,2014-02-25
3127,bottled beer,2014-02-25
3127,whipped/sour cream,2014-03-12
3127,bottled water,2014-03-12
3127,pork,2014-03-24
3127,whole milk,2014-03-24
3127,flower (seeds),2014-03-24
3129,sweet spreads,2014-02-04
3129,coffee,2014-02-04
3129,coffee,2014-02-06
3129,dessert,2014-02-06
3129,pastry,2014-07-26
3130,ice cream,2014-01-02
3131,long life bakery product,2014-01-31
3131,yogurt,2014-01-31
3131,yogurt,2014-03-12
3132,pastry,2014-09-14
3133,whipped/sour cream,2014-01-04
3133,yogurt,2014-01-04
3133,butter milk,2014-12-07
3133,margarine,2014-12-07
3133,tropical fruit,2015-01-12
3135,shopping bags,2014-06-21
3136,soda,2014-04-28
3137,root vegetables,2014-02-23
3137,sugar,2014-02-23
3137,long life bakery product,2014-02-27
3137,long life bakery product,2014-02-27
3137,whipped/sour cream,2014-02-27
3137,soda,2014-02-27
3137,other vegetables,2014-07-13
3137,rolls/buns,2014-07-13
3137,beef,2014-08-26
3137,UHT-milk,2014-08-26
3137,beverages,2014-10-18
3137,coffee,2014-10-18
3137,whole milk,2014-11-09
3138,other vegetables,2014-05-24
3138,coffee,2014-05-24
3138,citrus fruit,2014-10-13
3138,curd,2014-10-13
3138,margarine,2014-10-13
3138,hard cheese,2014-12-28
3138,rolls/buns,2014-12-28
3138,root vegetables,2014-12-28
3139,citrus fruit,2014-01-23
3139,rum,2014-01-23
3139,chicken,2014-06-11
3139,white bread,2014-06-11
3139,other vegetables,2014-06-26
3139,misc. beverages,2014-06-26
3139,pot plants,2014-07-07
3140,salty snack,2014-03-08
3140,butter,2014-03-08
3140,salty snack,2014-03-26
3140,kitchen towels,2014-03-26
3140,whole milk,2014-09-25
3140,pasta,2014-09-25
3140,chicken,2014-12-15
3141,chicken,2014-03-07
3141,nut snack,2014-03-07
3141,frozen vegetables,2014-04-01
3141,other vegetables,2014-04-01
3141,napkins,2014-04-01
3141,brown bread,2014-07-06
3141,ketchup,2014-07-06
3142,pasta,2014-01-09
3142,cream cheese ,2014-01-09
3142,butter,2014-05-05
3142,rolls/buns,2014-05-05
3142,soda,2014-06-05
3142,other vegetables,2014-06-05
3142,soda,2014-06-05
3142,other vegetables,2014-11-05
3142,rolls/buns,2014-11-05
3144,other vegetables,2014-05-06
3144,pastry,2014-05-06
3145,tropical fruit,2014-08-15
3145,whole milk,2014-08-15
3145,citrus fruit,2014-08-16
3146,rolls/buns,2014-06-27
3146,cat food,2014-06-27
3146,root vegetables,2014-07-02
3148,ham,2014-04-23
3148,UHT-milk,2014-04-23
3148,margarine,2014-04-23
3148,shopping bags,2014-10-25
3149,whipped/sour cream,2014-01-25
3149,pastry,2014-01-25
3150,brown bread,2014-03-31
3150,pastry,2014-03-31
3150,whole milk,2014-07-13
3150,flower soil/fertilizer,2014-07-13
3150,hamburger meat,2014-11-08
3151,meat,2014-08-20
3151,margarine,2014-08-20
3151,rolls/buns,2014-10-13
3153,pork,2014-04-14
3153,frozen vegetables,2014-04-14
3153,onions,2014-06-21
3153,whipped/sour cream,2014-06-21
3153,newspapers,2014-06-24
3153,misc. beverages,2014-06-24
3153,whipped/sour cream,2014-10-26
3154,bottled water,2014-04-12
3155,meat,2014-09-22
3156,whipped/sour cream,2014-02-01
3156,soda,2014-02-01
3156,sausage,2014-11-13
3157,sausage,2014-04-25
3157,whole milk,2014-04-25
3157,newspapers,2014-08-10
3157,waffles,2014-08-10
3157,shopping bags,2014-08-10
3157,white wine,2014-10-07
3158,margarine,2014-02-14
3158,processed cheese,2014-02-14
3158,hamburger meat,2014-03-09
3158,margarine,2014-03-09
3158,citrus fruit,2014-04-10
3158,bottled water,2014-04-10
3158,bottled beer,2014-06-05
3158,soda,2014-06-05
3159,pip fruit,2014-04-18
3159,napkins,2014-04-18
3159,shopping bags,2014-04-18
3159,other vegetables,2014-07-23
3160,red/blush wine,2014-01-14
3160,shopping bags,2014-01-14
3160,chocolate,2014-11-13
3161,whole milk,2014-09-10
3161,coffee,2014-09-10
3161,brandy,2014-09-10
3161,sausage,2014-11-22
3163,yogurt,2014-09-11
3163,salty snack,2014-09-11
3163,rolls/buns,2014-12-29
3164,citrus fruit,2014-02-14
3164,coffee,2014-02-14
3164,pip fruit,2014-03-24
3164,white bread,2014-03-24
3164,rolls/buns,2014-03-24
3164,dessert,2014-09-16
3164,shopping bags,2014-09-16
3164,meat,2014-09-24
3164,long life bakery product,2014-09-24
3165,pip fruit,2014-07-05
3166,other vegetables,2014-03-05
3166,whole milk,2014-03-05
3166,house keeping products,2014-03-05
3166,bottled water,2014-06-22
3166,specialty bar,2014-06-22
3166,dishes,2014-08-11
3166,other vegetables,2014-08-11
3166,pip fruit,2015-01-15
3168,butter milk,2014-03-19
3168,brown bread,2014-03-19
3168,brown bread,2014-03-26
3168,tropical fruit,2014-03-26
3170,white bread,2014-03-29
3170,beverages,2014-03-29
3170,beef,2015-01-17
3170,roll products ,2015-01-17
3170,root vegetables,2015-01-17
3170,chicken,2015-01-17
3170,waffles,2015-01-17
3170,male cosmetics,2015-01-17
3171,other vegetables,2014-10-17
3171,specialty chocolate,2014-10-17
3172,whole milk,2014-01-08
3172,newspapers,2014-01-08
3172,bottled water,2014-03-24
3172,bottled beer,2014-03-24
3172,whipped/sour cream,2015-01-03
3172,pickled vegetables,2015-01-03
3174,bottled water,2014-10-11
3175,rolls/buns,2014-04-29
3175,rolls/buns,2014-04-29
3175,other vegetables,2014-11-18
3176,whole milk,2014-09-06
3176,pastry,2014-09-06
3176,bottled water,2014-10-07
3176,newspapers,2014-10-07
3176,citrus fruit,2015-01-08
3176,dish cleaner,2015-01-08
3176,margarine,2015-01-08
3176,root vegetables,2015-01-17
3177,pip fruit,2014-09-13
3177,soda,2014-09-13
3177,yogurt,2014-10-18
3178,butter,2014-01-02
3180,other vegetables,2014-02-11
3180,rolls/buns,2014-02-11
3180,citrus fruit,2014-02-24
3180,domestic eggs,2014-02-24
3180,yogurt,2014-07-30
3180,whole milk,2014-07-30
3180,onions,2014-07-30
3180,sugar,2014-07-30
3180,whole milk,2014-09-11
3180,flour,2014-09-11
3181,pastry,2014-04-25
3181,bottled beer,2014-04-25
3181,domestic eggs,2014-07-10
3181,salty snack,2014-07-10
3181,herbs,2014-07-10
3181,pip fruit,2014-07-17
3181,butter milk,2014-07-17
3181,pip fruit,2014-08-05
3182,beef,2014-02-19
3182,Instant food products,2014-02-19
3182,newspapers,2014-09-28
3183,pork,2014-09-24
3183,brown bread,2014-09-24
3183,soda,2014-10-12
3184,packaged fruit/vegetables,2014-01-31
3184,semi-finished bread,2014-01-31
3184,root vegetables,2014-03-19
3184,seasonal products,2014-03-19
3184,whole milk,2014-04-20
3184,berries,2014-04-20
3184,sliced cheese,2014-10-09
3185,newspapers,2014-02-21
3185,newspapers,2014-02-21
3185,pork,2014-04-03
3185,specialty bar,2014-04-03
3185,long life bakery product,2014-04-03
3185,oil,2014-12-06
3185,misc. beverages,2014-12-06
3185,candy,2014-12-06
3186,misc. beverages,2014-04-24
3186,long life bakery product,2014-04-24
3186,tropical fruit,2014-07-24
3186,curd,2014-07-24
3186,hard cheese,2014-11-12
3188,fruit/vegetable juice,2014-08-05
3188,canned fish,2014-08-05
3188,whole milk,2014-10-16
3189,dish cleaner,2014-01-07
3189,fruit/vegetable juice,2014-01-07
3189,seasonal products,2014-04-16
3189,pot plants,2014-04-16
3189,whole milk,2014-04-16
3189,dental care,2014-04-16
3189,citrus fruit,2014-08-02
3189,root vegetables,2014-08-02
3189,brown bread,2014-08-31
3189,whole milk,2014-08-31
3190,pastry,2014-04-13
3190,curd,2014-04-13
3190,bottled beer,2014-04-13
3190,butter milk,2014-08-26
3191,frozen meals,2014-11-05
3191,onions,2014-11-05
3193,whole milk,2014-04-18
3193,cat food,2014-04-18
3193,whole milk,2014-05-29
3193,yogurt,2014-05-29
3193,whole milk,2014-10-25
3193,frozen meals,2014-10-25
3194,tropical fruit,2014-02-02
3194,frozen vegetables,2014-02-02
3194,tropical fruit,2014-07-26
3194,canned beer,2014-07-26
3194,pastry,2014-07-26
3194,liver loaf,2014-08-22
3194,fruit/vegetable juice,2014-08-22
3194,pickled vegetables,2014-10-22
3194,soda,2014-10-22
3197,sausage,2014-01-03
3197,margarine,2014-01-03
3200,butter,2014-07-09
3200,berries,2014-07-09
3200,yogurt,2014-10-27
3200,oil,2014-10-27
3200,whole milk,2015-01-04
3201,pasta,2014-03-30
3201,flower (seeds),2014-03-30
3201,cream cheese ,2014-09-20
3201,newspapers,2014-09-20
3201,whole milk,2014-12-28
3203,soda,2014-04-03
3203,onions,2014-04-03
3203,other vegetables,2014-04-03
3203,pastry,2014-04-04
3203,berries,2014-04-04
3203,frankfurter,2014-06-17
3203,newspapers,2014-06-17
3203,berries,2014-07-22
3204,tropical fruit,2014-05-29
3204,yogurt,2014-05-29
3204,cream cheese ,2014-12-16
3204,popcorn,2014-12-16
3205,other vegetables,2014-03-06
3205,whipped/sour cream,2014-03-06
3205,chewing gum,2014-05-09
3205,soda,2014-05-09
3205,red/blush wine,2014-05-09
3205,pork,2015-01-17
3206,soda,2014-05-11
3206,instant coffee,2014-05-11
3206,root vegetables,2014-07-07
3206,domestic eggs,2014-07-07
3206,long life bakery product,2014-08-24
3207,yogurt,2014-04-24
3207,sparkling wine,2014-04-24
3207,bottled water,2014-06-12
3207,bottled beer,2014-06-12
3208,fruit/vegetable juice,2014-02-12
3208,whole milk,2014-02-12
3208,long life bakery product,2014-09-20
3208,fruit/vegetable juice,2014-09-20
3208,root vegetables,2014-10-12
3209,meat,2014-03-15
3209,rolls/buns,2014-03-15
3209,other vegetables,2014-08-04
3210,pork,2014-09-02
3210,hygiene articles,2014-09-02
3210,citrus fruit,2014-12-21
3210,cling film/bags,2014-12-21
3211,tropical fruit,2014-12-16
3212,coffee,2014-09-04
3213,soda,2014-02-07
3213,chocolate marshmallow,2014-02-07
3213,hard cheese,2014-02-07
3213,whipped/sour cream,2014-07-05
3213,hygiene articles,2014-07-05
3213,photo/film,2014-12-19
3214,tropical fruit,2015-01-14
3214,whipped/sour cream,2015-01-14
3215,rolls/buns,2014-02-26
3216,other vegetables,2014-02-11
3217,pork,2014-04-10
3217,whole milk,2014-04-10
3217,soda,2014-12-08
3218,pastry,2014-06-01
3218,dishes,2014-06-01
3218,waffles,2014-06-01
3218,cereals,2014-11-06
3219,tropical fruit,2014-01-09
3219,waffles,2014-01-09
3219,shopping bags,2014-01-21
3220,canned beer,2014-02-01
3220,salty snack,2014-02-01
3220,pip fruit,2014-03-15
3220,other vegetables,2014-03-15
3220,soda,2014-12-13
3221,soda,2014-01-16
3221,bottled water,2014-01-16
3221,house keeping products,2014-01-16
3221,salty snack,2014-01-30
3221,chocolate,2014-01-30
3221,fruit/vegetable juice,2014-03-17
3221,fruit/vegetable juice,2014-03-17
3221,rolls/buns,2014-07-28
3221,detergent,2014-07-28
3221,soft cheese,2014-07-28
3221,soda,2014-09-09
3221,spices,2014-09-09
3221,soda,2014-10-28
3221,other vegetables,2014-10-28
3221,beef,2015-01-04
3221,berries,2015-01-04
3222,rolls/buns,2014-01-16
3222,sliced cheese,2014-01-16
3222,other vegetables,2014-03-12
3222,frozen meals,2014-03-12
3222,whole milk,2014-08-30
3223,photo/film,2014-06-08
3223,pork,2014-06-08
3224,hamburger meat,2014-06-08
3224,cream cheese ,2014-06-08
3224,root vegetables,2014-10-06
3224,soda,2014-10-06
3224,bottled beer,2015-01-19
3224,liver loaf,2015-01-19
3224,bottled water,2015-01-19
3225,white wine,2014-06-25
3225,ice cream,2014-06-25
3225,bottled beer,2014-07-15
3225,whipped/sour cream,2014-07-15
3225,tropical fruit,2014-07-23
3225,soda,2014-07-23
3225,other vegetables,2014-09-19
3225,yogurt,2014-09-19
3226,ham,2014-02-26
3226,yogurt,2014-02-26
3226,meat spreads,2014-07-22
3226,chocolate,2014-07-22
3226,fish,2014-09-15
3226,fruit/vegetable juice,2014-09-15
3226,rolls/buns,2014-10-25
3227,spices,2014-01-03
3227,cat food,2014-01-03
3227,seasonal products,2014-01-03
3227,canned beer,2014-07-21
3227,yogurt,2014-07-21
3227,bottled beer,2014-08-20
3227,shopping bags,2014-08-20
3227,soda,2014-08-20
3227,chicken,2014-12-24
3229,rolls/buns,2014-11-16
3230,other vegetables,2015-01-14
3231,tropical fruit,2014-03-22
3231,bottled water,2014-03-22
3232,dessert,2014-01-07
3232,soda,2014-01-07
3232,beverages,2014-09-07
3232,red/blush wine,2014-09-07
3232,pastry,2014-10-09
3232,rolls/buns,2014-10-09
3232,whole milk,2014-12-11
3233,chocolate,2014-10-26
3235,whole milk,2014-10-22
3236,brown bread,2014-04-17
3237,other vegetables,2014-04-08
3237,yogurt,2014-04-08
3237,other vegetables,2014-07-08
3237,rolls/buns,2014-07-08
3237,sweet spreads,2014-07-08
3237,specialty bar,2014-10-14
3238,root vegetables,2014-03-07
3238,rolls/buns,2014-03-07
3238,bottled beer,2014-03-07
3238,rolls/buns,2014-03-07
3238,specialty bar,2014-06-02
3238,canned beer,2014-06-02
3238,white bread,2014-06-02
3240,canned beer,2014-10-31
3240,canned beer,2014-10-31
3240,citrus fruit,2015-01-01
3241,ham,2014-08-01
3241,whole milk,2014-08-01
3242,UHT-milk,2014-07-29
3243,whole milk,2014-02-01
3244,canned fish,2014-06-21
3244,root vegetables,2014-06-21
3244,rolls/buns,2014-07-28
3246,pot plants,2014-01-14
3246,frozen vegetables,2014-01-14
3246,coffee,2014-01-14
3246,yogurt,2014-04-10
3246,yogurt,2014-04-10
3246,rolls/buns,2014-05-21
3246,root vegetables,2014-05-21
3246,pork,2014-10-29
3246,fruit/vegetable juice,2014-10-29
3246,soda,2014-12-25
3246,root vegetables,2014-12-25
3246,whole milk,2014-12-25
3247,pip fruit,2014-03-09
3247,candy,2014-03-09
3247,rice,2014-09-03
3247,coffee,2014-09-03
3247,root vegetables,2014-09-08
3247,pastry,2014-09-08
3247,other vegetables,2014-09-08
3247,rolls/buns,2014-09-08
3247,fruit/vegetable juice,2014-09-24
3247,frozen vegetables,2014-09-24
3247,yogurt,2014-09-27
3247,whole milk,2014-09-27
3247,cat food,2015-01-11
3247,canned beer,2015-01-11
3247,sliced cheese,2015-01-11
3247,dishes,2015-01-11
3247,zwieback,2015-01-11
3247,misc. beverages,2015-01-13
3247,UHT-milk,2015-01-13
3247,root vegetables,2015-01-13
3248,UHT-milk,2014-04-16
3248,processed cheese,2014-04-16
3248,liquor,2014-05-13
3248,chicken,2014-05-13
3248,pork,2014-06-02
3248,whole milk,2014-06-02
3248,hamburger meat,2014-07-04
3248,spread cheese,2014-07-04
3248,flour,2014-08-13
3248,other vegetables,2014-08-13
3248,soda,2014-09-11
3248,shopping bags,2014-09-11
3248,tropical fruit,2014-10-16
3248,other vegetables,2014-10-16
3248,soups,2014-10-25
3248,white bread,2014-10-25
3249,dessert,2014-02-04
3249,beverages,2014-02-04
3249,ham,2014-12-22
3250,soda,2014-10-19
3251,beef,2014-05-11
3251,rolls/buns,2014-05-11
3251,whole milk,2014-06-26
3251,soda,2014-06-26
3251,soda,2014-10-20
3251,shopping bags,2014-10-20
3252,whole milk,2014-05-14
3252,rolls/buns,2014-05-14
3252,pastry,2014-10-29
3253,whole milk,2014-06-26
3254,whole milk,2014-02-03
3254,other vegetables,2014-02-03
3254,root vegetables,2014-11-12
3254,rolls/buns,2014-11-12
3255,bottled beer,2014-01-23
3255,semi-finished bread,2014-01-23
3255,tropical fruit,2014-11-20
3256,canned beer,2014-10-10
3256,yogurt,2014-10-10
3256,white bread,2014-10-10
3256,pork,2014-10-17
3256,sliced cheese,2014-10-17
3256,cream cheese ,2014-12-17
3257,pastry,2014-02-09
3257,yogurt,2014-02-09
3257,bottled water,2014-02-09
3258,tropical fruit,2014-06-15
3258,bottled beer,2014-06-15
3258,berries,2014-09-21
3258,soap,2014-09-21
3258,flower (seeds),2014-09-24
3258,bottled water,2014-09-24
3258,white wine,2014-10-04
3258,specialty cheese,2014-10-04
3259,soda,2014-01-02
3259,dishes,2014-01-02
3259,other vegetables,2014-12-03
3260,dish cleaner,2014-12-30
3262,pip fruit,2014-04-16
3263,pasta,2014-04-17
3263,soda,2014-04-17
3263,chocolate,2014-06-30
3263,sugar,2014-06-30
3263,coffee,2014-06-30
3263,waffles,2014-07-17
3264,brown bread,2014-02-27
3264,whipped/sour cream,2014-02-27
3264,white bread,2014-06-27
3264,spread cheese,2014-06-27
3264,root vegetables,2014-11-10
3264,onions,2014-11-10
3264,sausage,2015-01-13
3265,whole milk,2014-09-07
3266,brown bread,2014-06-09
3266,misc. beverages,2014-06-09
3266,other vegetables,2014-07-10
3266,margarine,2014-07-10
3266,soda,2014-07-10
3266,salty snack,2014-07-10
3266,bottled beer,2014-07-16
3266,soda,2014-07-16
3266,UHT-milk,2014-10-30
3266,rolls/buns,2014-10-30
3267,other vegetables,2014-03-27
3267,beverages,2014-03-27
3267,sauces,2014-03-30
3267,herbs,2014-03-30
3267,brown bread,2014-11-14
3267,soda,2014-11-14
3267,frankfurter,2015-01-18
3267,yogurt,2015-01-18
3268,citrus fruit,2014-01-23
3268,white bread,2014-01-23
3268,hamburger meat,2014-01-31
3268,dish cleaner,2014-01-31
3268,canned fish,2014-03-11
3268,cling film/bags,2014-03-11
3268,root vegetables,2014-04-05
3269,sausage,2014-09-07
3269,yogurt,2014-09-07
3271,specialty fat,2014-02-25
3271,other vegetables,2014-02-25
3271,white wine,2014-02-25
3271,soda,2014-11-20
3272,whipped/sour cream,2014-04-18
3273,other vegetables,2014-04-02
3275,yogurt,2014-04-12
3276,sausage,2014-08-08
3277,grapes,2014-08-28
3277,yogurt,2014-08-28
3277,hygiene articles,2014-08-28
3277,fruit/vegetable juice,2014-08-30
3277,beef,2014-08-30
3277,whole milk,2014-10-31
3278,dish cleaner,2014-03-13
3278,coffee,2014-03-13
3278,frozen dessert,2014-11-29
3279,frankfurter,2014-07-03
3279,packaged fruit/vegetables,2014-07-03
3279,soda,2014-09-10
3279,shopping bags,2014-09-10
3279,waffles,2014-11-26
3279,ketchup,2014-11-26
3280,beef,2014-07-06
3281,yogurt,2014-04-19
3282,sausage,2014-08-28
3282,margarine,2014-08-28
3282,ice cream,2014-10-07
3282,chocolate,2014-10-07
3282,seasonal products,2014-10-07
3282,kitchen towels,2014-10-26
3282,rolls/buns,2014-10-26
3282,yogurt,2014-12-05
3283,whole milk,2014-03-30
3283,frozen fish,2014-03-30
3283,packaged fruit/vegetables,2014-08-31
3283,yogurt,2014-08-31
3283,whole milk,2015-01-05
3283,soda,2015-01-05
3284,canned fish,2014-01-04
3284,coffee,2014-01-04
3284,dishes,2014-01-27
3284,oil,2014-01-27
3284,whole milk,2014-03-25
3284,misc. beverages,2014-03-25
3284,pot plants,2014-03-25
3284,instant coffee,2014-04-01
3285,tropical fruit,2014-10-21
3285,other vegetables,2014-10-21
3286,artif. sweetener,2014-08-18
3287,napkins,2014-04-23
3287,pastry,2014-04-23
3287,root vegetables,2014-05-13
3287,other vegetables,2014-05-13
3287,dessert,2014-05-13
3287,herbs,2014-12-11
3287,vinegar,2014-12-11
3287,chocolate,2014-12-11
3288,bottled water,2014-04-20
3288,frozen chicken,2014-04-20
3288,pip fruit,2014-04-22
3289,other vegetables,2014-01-24
3289,domestic eggs,2014-01-24
3289,hard cheese,2014-02-02
3289,sugar,2014-02-02
3289,margarine,2014-03-21
3289,margarine,2014-03-21
3289,white bread,2014-03-21
3289,fruit/vegetable juice,2014-03-21
3289,chocolate,2014-09-27
3289,rolls/buns,2014-09-27
3291,butter milk,2014-01-14
3292,whole milk,2014-08-08
3293,nuts/prunes,2014-01-19
3293,vinegar,2014-01-19
3293,rolls/buns,2014-10-17
